date,CGW_2021_Q4,meta
2021-09-24 00:00:00,-341.9950347483451,
2021-09-24 10:00:00,-352.25468340172426,
2021-09-24 10:30:00,-339.37784762268996,
2021-09-24 12:00:00,-357.68706923555044,
2021-09-24 13:30:00,-346.3790258760108,
2021-09-24 15:00:00,-351.9393642583226,
2021-09-24 15:30:30,-351.9393642583226,
2021-09-24 23:59:59,-325.95958809310434,w
2021-09-27 00:00:00,-304.3618493979376,
2021-09-27 10:00:00,-321.1296785338376,
2021-09-27 10:30:00,-338.18288943117284,
2021-09-27 12:00:00,-350.455795387339,
2021-09-27 13:30:00,-343.3702553946533,
2021-09-27 15:00:00,-349.79587117512676,
2021-09-27 15:30:30,-349.79587117512676,
2021-09-27 23:59:59,-324.0532851192646,c
2021-09-28 00:00:00,-312.6793517577918,
2021-09-28 10:00:00,-262.1972781106675,
2021-09-28 10:30:00,-235.14528647671057,
2021-09-28 12:00:00,-203.49090475842138,
2021-09-28 13:30:00,-231.22707005043173,
2021-09-28 15:00:00,-248.133015962772,
2021-09-28 15:30:30,-248.133015962772,
2021-09-28 23:59:59,-228.72883401590104,c
2021-09-29 00:00:00,-254.67680694043463,
2021-09-29 10:00:00,-277.286928844955,
2021-09-29 10:30:00,-261.93919718822747,
2021-09-29 12:00:00,-278.27976626764587,
2021-09-29 13:30:00,-290.6352400563029,
2021-09-29 15:00:00,-292.3574739315826,
2021-09-29 15:30:30,-292.3574739315826,
2021-09-29 23:59:59,-279.64281338093485,c
2021-09-30 00:00:00,-297.0077691425478,
2021-09-30 10:00:00,-298.567324296008,
2021-09-30 10:30:00,-270.6219590757722,
2021-09-30 12:00:00,-225.50248595990763,
2021-09-30 13:30:00,-191.9782706970019,
2021-09-30 15:00:00,-206.98320148297546,
2021-09-30 15:30:30,-206.98320148297546,
2021-09-30 23:59:59,-152.04901952312423,c
2021-10-01 00:00:00,-162.4480784532933,
2021-10-01 10:00:00,-147.10033586565316,
2021-10-01 10:30:00,-115.88278172477715,
2021-10-01 12:00:00,-173.51607244797867,
2021-10-01 13:30:00,-179.48370139415044,
2021-10-01 15:00:00,-192.5795572486137,
2021-10-01 15:30:30,-192.5795572486137,
2021-10-01 23:59:59,-156.4833599194459,w
2021-10-04 00:00:00,-143.46135968709189,
2021-10-04 10:00:00,-137.4874873760781,
2021-10-04 10:30:00,-104.23801445811739,
2021-10-04 12:00:00,-105.2903756088366,
2021-10-04 13:30:00,-119.34867877188083,
2021-10-04 15:00:00,-128.29628021142832,
2021-10-04 15:30:30,-128.29628021142832,
2021-10-04 23:59:59,-126.88798299425014,c
2021-10-05 00:00:00,-197.66036864991554,
2021-10-05 10:00:00,-261.8439935461432,
2021-10-05 10:30:00,-271.31716594239344,
2021-10-05 12:00:00,-255.34171216482548,
2021-10-05 13:30:00,-249.63732074443476,
2021-10-05 15:00:00,-250.44636209185148,
2021-10-05 15:30:30,-250.44636209185148,
2021-10-05 23:59:59,-229.37947165088474,c
2021-10-06 00:00:00,-225.36645627281644,
2021-10-06 10:00:00,-216.73247413204365,
2021-10-06 10:30:00,-161.13891332111245,
2021-10-06 12:00:00,-123.12354486535526,
2021-10-06 13:30:00,-170.4353715756232,
2021-10-06 15:00:00,-169.34490249438693,
2021-10-06 15:30:30,-169.34490249438693,
2021-10-06 23:59:59,-211.3032659635909,c
2021-10-07 00:00:00,-200.6397802745313,
2021-10-07 10:00:00,-221.71631416767002,
2021-10-07 10:30:00,-214.12422273422737,
2021-10-07 12:00:00,-127.42996618613563,
2021-10-07 13:30:00,-89.91925081058764,
2021-10-07 15:00:00,-39.52366195281297,
2021-10-07 15:30:30,-39.52366195281297,
2021-10-07 23:59:59,-19.343733242955295,c
2021-10-08 00:00:00,-22.334603517919163,
2021-10-08 10:00:00,-61.48492308044217,
2021-10-08 10:30:00,-82.11239776283048,
2021-10-08 12:00:00,-53.44188930190296,
2021-10-08 13:30:00,-43.33570930828182,
2021-10-08 15:00:00,-54.59381613221365,
2021-10-08 15:30:30,-54.59381613221365,
2021-10-08 23:59:59,0.0,a
2021-10-11 00:00:00,1.6531138410788344,
2021-10-11 10:00:00,130.24466628356583,
2021-10-11 10:30:00,107.73872745356482,
2021-10-11 12:00:00,148.12225334528387,
2021-10-11 13:30:00,132.44382157192524,
2021-10-11 15:00:00,124.01521895590804,
2021-10-11 15:30:30,124.01521895590804,
2021-10-11 23:59:59,139.9869518942745,c
2021-10-12 00:00:00,129.4679762105335,
2021-10-12 10:00:00,164.60889456800965,
2021-10-12 10:30:00,158.54331526238173,
2021-10-12 12:00:00,126.42551061881443,
2021-10-12 13:30:00,103.4151818760306,
2021-10-12 15:00:00,96.1672357616103,
2021-10-12 15:30:30,96.1672357616103,
2021-10-12 23:59:59,102.15520440424143,c
2021-10-13 00:00:00,84.62084644815855,
2021-10-13 10:00:00,137.136171449451,
2021-10-13 10:30:00,133.0463575893782,
2021-10-13 12:00:00,147.71850697959496,
2021-10-13 13:30:00,162.12268047316718,
2021-10-13 15:00:00,149.42372535421362,
2021-10-13 15:30:30,149.42372535421362,
2021-10-13 23:59:59,134.81809288008026,c
2021-10-14 00:00:00,127.74656008520844,
2021-10-14 10:00:00,128.14605121972556,
2021-10-14 10:30:00,104.5156138533556,
2021-10-14 12:00:00,82.02625127514818,
2021-10-14 13:30:00,84.215229657539,
2021-10-14 15:00:00,63.94080851770491,
2021-10-14 15:30:30,63.94080851770491,
2021-10-14 23:59:59,88.63354285838807,c
2021-10-15 00:00:00,78.30558560882491,
2021-10-15 10:00:00,-1.4652605201422375,
2021-10-15 10:30:00,-9.919850878451257,
2021-10-15 12:00:00,-2.2904182622492044,
2021-10-15 13:30:00,-19.242759025635337,
2021-10-15 15:00:00,-18.068206263096158,
2021-10-15 15:30:30,-18.068206263096158,
2021-10-15 23:59:59,-36.36817115669032,e
2021-10-18 00:00:00,-16.15401746636371,
2021-10-18 10:00:00,-34.97429906344291,
2021-10-18 10:30:00,-19.697910958961984,
2021-10-18 12:00:00,-46.99909990929257,
2021-10-18 13:30:00,-55.737124424951276,
2021-10-18 15:00:00,-56.25304065987996,
2021-10-18 15:30:30,-56.25304065987996,
2021-10-18 23:59:59,-39.002017076941456,c
2021-10-19 00:00:00,-64.77594761329794,
2021-10-19 10:00:00,-79.9065735972896,
2021-10-19 10:30:00,-81.7704158285793,
2021-10-19 12:00:00,-100.23176862005664,
2021-10-19 13:30:00,-84.53758246098516,
2021-10-19 15:00:00,-95.89652295100689,
2021-10-19 15:30:30,-95.89652295100689,
2021-10-19 23:59:59,-81.88703622255082,c
2021-10-20 00:00:00,-115.01947680894443,
2021-10-20 10:00:00,-118.48205858834251,
2021-10-20 10:30:00,-124.90855866996787,
2021-10-20 12:00:00,-109.33927002997928,
2021-10-20 13:30:00,-129.4442149336902,
2021-10-20 15:00:00,-129.9829210182687,
2021-10-20 15:30:30,-129.9829210182687,
2021-10-20 23:59:59,-122.90278593698702,c
2021-10-21 00:00:00,-72.55839946369304,
2021-10-21 10:00:00,-57.336605442012,
2021-10-21 10:30:00,-57.139425986159836,
2021-10-21 12:00:00,-88.27382172459431,
2021-10-21 13:30:00,-99.30719693755088,
2021-10-21 15:00:00,-105.85328105596807,
2021-10-21 15:30:30,-105.85328105596807,
2021-10-21 23:59:59,-109.37434325229754,c
2021-10-22 00:00:00,-93.63234099280123,
2021-10-22 10:00:00,-165.74836325686135,
2021-10-22 10:30:00,-173.55707267210835,
2021-10-22 12:00:00,-159.96117160723963,
2021-10-22 13:30:00,-156.57966420396394,
2021-10-22 15:00:00,-142.33078362369213,
2021-10-22 15:30:30,-142.33078362369213,
2021-10-22 23:59:59,-147.77408382343776,w
2021-10-25 00:00:00,-156.86522415898196,
2021-10-25 10:00:00,-133.1436312469924,
2021-10-25 10:30:00,-140.78120022135192,
2021-10-25 12:00:00,-157.0150838413782,
2021-10-25 13:30:00,-173.51094427232317,
2021-10-25 15:00:00,-176.71035627931622,
2021-10-25 15:30:30,-176.71035627931622,
2021-10-25 23:59:59,-172.26333606558853,c
2021-10-26 00:00:00,-175.0999179340423,
2021-10-26 10:00:00,-144.57080767754962,
2021-10-26 10:30:00,-177.20398955935536,
2021-10-26 12:00:00,-168.70264542424763,
2021-10-26 13:30:00,-160.88945982780763,
2021-10-26 15:00:00,-133.44414292757062,
2021-10-26 15:30:30,-133.44414292757062,
2021-10-26 23:59:59,-138.27380144781284,c
2021-10-27 00:00:00,-43.132548463814715,
2021-10-27 10:00:00,-119.42361731753942,
2021-10-27 10:30:00,-84.16706773472481,
2021-10-27 12:00:00,-71.60751081141473,
2021-10-27 13:30:00,-84.23295072517487,
2021-10-27 15:00:00,-115.57638042898395,
2021-10-27 15:30:30,-115.57638042898395,
2021-10-27 23:59:59,-101.3300090846484,c
2021-10-28 00:00:00,-147.03515223313377,
2021-10-28 10:00:00,-122.5323054960271,
2021-10-28 10:30:00,-101.4404692982447,
2021-10-28 12:00:00,-114.85055181269752,
2021-10-28 13:30:00,-100.57941727993727,
2021-10-28 15:00:00,-96.17004991108286,
2021-10-28 15:30:30,-96.17004991108286,
2021-10-28 23:59:59,-105.59125437516866,c
2021-10-29 00:00:00,-104.39288238412598,
2021-10-29 10:00:00,-153.90593051516964,
2021-10-29 10:30:00,-171.6623035502372,
2021-10-29 12:00:00,-167.69682676897503,
2021-10-29 13:30:00,-166.9932272607274,
2021-10-29 15:00:00,-155.3351315508936,
2021-10-29 15:30:30,-155.3351315508936,
2021-10-29 23:59:59,-161.86943799445555,w
