date,MSCI_BRL_2021_Q3,meta
2021-07-07 00:00:00,482.97026560537824,
2021-07-07 10:00:00,506.562530061557,
2021-07-07 10:30:00,522.583762877407,
2021-07-07 12:00:00,512.977289833605,
2021-07-07 13:30:00,494.5366986368331,
2021-07-07 15:00:00,478.1982827902607,
2021-07-07 15:30:30,478.1982827902607,
2021-07-07 23:59:59,478.56720241017274,c
2021-07-08 00:00:00,537.2954035163848,
2021-07-08 10:00:00,500.85428072464674,
2021-07-08 10:30:00,527.2092549611052,
2021-07-08 12:00:00,442.07802704411324,
2021-07-08 13:30:00,455.5555669540513,
2021-07-08 15:00:00,480.9518240875691,
2021-07-08 15:30:30,480.9518240875691,
2021-07-08 23:59:59,517.8422788190828,c
2021-07-09 00:00:00,517.8422788190828,
2021-07-09 10:00:00,517.8422788190828,
2021-07-09 10:30:00,517.8422788190828,
2021-07-09 12:00:00,517.8422788190828,
2021-07-09 13:30:00,517.8422788190828,
2021-07-09 15:00:00,517.8422788190828,
2021-07-09 15:30:30,517.8422788190828,
2021-07-09 23:59:59,517.8422788190828,w
2021-07-12 00:00:00,490.625761687731,
2021-07-12 10:00:00,466.33921397965696,
2021-07-12 10:30:00,467.8955815825261,
2021-07-12 12:00:00,410.74279383671046,
2021-07-12 13:30:00,391.4382407267399,
2021-07-12 15:00:00,383.7702667722433,
2021-07-12 15:30:30,383.7702667722433,
2021-07-12 23:59:59,408.11909414800084,c
2021-07-13 00:00:00,438.18685256681783,
2021-07-13 10:00:00,404.66334602201596,
2021-07-13 10:30:00,373.69895155202585,
2021-07-13 12:00:00,370.18215853640095,
2021-07-13 13:30:00,373.67463990894385,
2021-07-13 15:00:00,357.1875582446314,
2021-07-13 15:30:30,357.1875582446314,
2021-07-13 23:59:59,396.13709263639976,c
2021-07-14 00:00:00,353.06668043759737,
2021-07-14 10:00:00,342.58525002432907,
2021-07-14 10:30:00,335.04147184729436,
2021-07-14 12:00:00,353.82800010599203,
2021-07-14 13:30:00,355.2217990753488,
2021-07-14 15:00:00,375.9924650468729,
2021-07-14 15:30:30,375.9924650468729,
2021-07-14 23:59:59,394.0463481056295,c
2021-07-15 00:00:00,393.35407212856353,
2021-07-15 10:00:00,405.27458365862094,
2021-07-15 10:30:00,408.17178762037975,
2021-07-15 12:00:00,428.73110134318586,
2021-07-15 13:30:00,437.88925432127644,
2021-07-15 15:00:00,457.1717807930063,
2021-07-15 15:30:30,457.1717807930063,
2021-07-15 23:59:59,418.7783529987091,c
2021-07-16 00:00:00,414.9784772961061,
2021-07-16 10:00:00,400.72823874657024,
2021-07-16 10:30:00,403.0196525089682,
2021-07-16 12:00:00,409.1254320132698,
2021-07-16 13:30:00,415.89164313706806,
2021-07-16 15:00:00,449.28791767064286,
2021-07-16 15:30:30,449.28791767064286,
2021-07-16 23:59:59,466.43010742975366,w
2021-07-19 00:00:00,514.6845118441765,
2021-07-19 10:00:00,428.18362803606624,
2021-07-19 10:30:00,415.7184996198821,
2021-07-19 12:00:00,437.22401138554915,
2021-07-19 13:30:00,453.28414288188105,
2021-07-19 15:00:00,440.2897497200579,
2021-07-19 15:30:30,440.2897497200579,s
2021-07-19 23:59:59,368.7499969846572,c
2021-07-20 00:00:00,397.4032058406283,
2021-07-20 10:00:00,282.284061459608,
2021-07-20 10:30:00,252.05718597614532,
2021-07-20 12:00:00,244.79563917018686,
2021-07-20 13:30:00,257.18914843652556,
2021-07-20 15:00:00,227.05634443209237,
2021-07-20 15:30:30,227.05634443209237,
2021-07-20 23:59:59,228.86712238690507,c
2021-07-21 00:00:00,239.87443507939815,
2021-07-21 10:00:00,207.8276318004191,
2021-07-21 10:30:00,223.2036863524295,
2021-07-21 12:00:00,147.56837920388716,
2021-07-21 13:30:00,147.43556644028195,
2021-07-21 15:00:00,133.4729381207335,
2021-07-21 15:30:30,133.4729381207335,
2021-07-21 23:59:59,154.80107870547135,c
2021-07-22 00:00:00,172.05675042588337,
2021-07-22 10:00:00,187.49651754226352,
2021-07-22 10:30:00,169.86624908330668,
2021-07-22 12:00:00,196.29098142397334,
2021-07-22 13:30:00,180.4226385619054,
2021-07-22 15:00:00,184.67559424363571,
2021-07-22 15:30:30,184.67559424363571,
2021-07-22 23:59:59,247.40961056573587,c
2021-07-23 00:00:00,229.05380246332606,
2021-07-23 10:00:00,220.30715399610062,
2021-07-23 10:30:00,226.30731233639472,
2021-07-23 12:00:00,249.6938625562284,
2021-07-23 13:30:00,256.2526063778787,
2021-07-23 15:00:00,277.5789677300095,
2021-07-23 15:30:30,277.5789677300095,
2021-07-23 23:59:59,244.21720021279862,w
2021-07-26 00:00:00,238.36749623518153,
2021-07-26 10:00:00,100.94332832527607,
2021-07-26 10:30:00,107.27291196933402,
2021-07-26 12:00:00,73.41613903244433,
2021-07-26 13:30:00,58.2199901057802,
2021-07-26 15:00:00,52.22984276977468,
2021-07-26 15:30:30,52.22984276977468,
2021-07-26 23:59:59,70.50728313884156,c
2021-07-27 00:00:00,98.06480652192067,
2021-07-27 10:00:00,70.17301972919586,
2021-07-27 10:30:00,47.952026912969814,
2021-07-27 12:00:00,40.95852389461197,
2021-07-27 13:30:00,67.6689017188096,
2021-07-27 15:00:00,61.77951170937422,
2021-07-27 15:30:30,61.77951170937422,
2021-07-27 23:59:59,89.35073727613462,c
2021-07-28 00:00:00,61.9840223445035,
2021-07-28 10:00:00,3.968447328052207,
2021-07-28 10:30:00,30.90376666266502,
2021-07-28 12:00:00,19.30033072754395,
2021-07-28 13:30:00,17.67448470412228,
2021-07-28 15:00:00,-29.979528075958115,
2021-07-28 15:30:30,-29.979528075958115,
2021-07-28 23:59:59,14.106480354749237,c
2021-07-29 00:00:00,26.474727525675007,
2021-07-29 10:00:00,63.010003233458065,
2021-07-29 10:30:00,32.196421770083816,
2021-07-29 12:00:00,11.321649641702152,
2021-07-29 13:30:00,28.356224827083224,
2021-07-29 15:00:00,32.56774979678721,
2021-07-29 15:30:30,32.56774979678721,
2021-07-29 23:59:59,68.31793492139786,c
2021-07-30 00:00:00,90.96041322700103,
2021-07-30 10:00:00,77.3085744107616,
2021-07-30 10:30:00,121.98282447633801,
2021-07-30 12:00:00,132.449124210425,
2021-07-30 13:30:00,140.0870604301831,
2021-07-30 15:00:00,156.2888080087314,
2021-07-30 15:30:30,156.2888080087314,
2021-07-30 23:59:59,133.3421291360737,w
2021-08-02 00:00:00,84.13376063317355,
2021-08-02 10:00:00,42.79762120304986,
2021-08-02 10:30:00,23.860341995602084,
2021-08-02 12:00:00,16.86392208454572,
2021-08-02 13:30:00,27.160688439396836,
2021-08-02 15:00:00,58.572090675099844,
2021-08-02 15:30:30,58.572090675099844,
2021-08-02 23:59:59,114.52489119363418,c
2021-08-03 00:00:00,92.66257914943981,
2021-08-03 10:00:00,117.64197793374979,
2021-08-03 10:30:00,110.7751420510067,
2021-08-03 12:00:00,47.491192358904755,
2021-08-03 13:30:00,38.92868559415365,
2021-08-03 15:00:00,54.56157738822867,
2021-08-03 15:30:30,54.56157738822867,
2021-08-03 23:59:59,93.48847746120191,c
2021-08-04 00:00:00,168.6757419986975,
2021-08-04 10:00:00,72.5820033808618,
2021-08-04 10:30:00,118.26678953229884,
2021-08-04 12:00:00,120.80404335695584,
2021-08-04 13:30:00,93.47903913152004,
2021-08-04 15:00:00,78.54732440686257,
2021-08-04 15:30:30,78.54732440686257,
2021-08-04 23:59:59,103.0995696170421,c
2021-08-05 00:00:00,63.19352253714351,
2021-08-05 10:00:00,73.47457905220244,
2021-08-05 10:30:00,79.73923413512193,
2021-08-05 12:00:00,128.2966672614125,
2021-08-05 13:30:00,162.46253116823073,
2021-08-05 15:00:00,163.4829624804811,
2021-08-05 15:30:30,163.4829624804811,
2021-08-05 23:59:59,133.66576075371313,c
2021-08-06 00:00:00,117.778737949061,
2021-08-06 10:00:00,59.27711007167227,
2021-08-06 10:30:00,34.75510005726619,
2021-08-06 12:00:00,-46.28750666382484,
2021-08-06 13:30:00,-20.33410462263646,
2021-08-06 15:00:00,-3.6003214455454327,
2021-08-06 15:30:30,-3.6003214455454327,
2021-08-06 23:59:59,15.333487784276713,w
2021-08-09 00:00:00,29.483808592517107,
2021-08-09 10:00:00,-40.04884515490676,
2021-08-09 10:30:00,12.136160605389705,
2021-08-09 12:00:00,-13.19004683284129,
2021-08-09 13:30:00,-43.84425733032049,
2021-08-09 15:00:00,-37.03805094967947,
2021-08-09 15:30:30,-37.03805094967947,
2021-08-09 23:59:59,-11.07935034544198,c
2021-08-10 00:00:00,-3.8837490172763864,
2021-08-10 10:00:00,26.74000735487334,
2021-08-10 10:30:00,23.189597675774166,
2021-08-10 12:00:00,-15.39525219761299,
2021-08-10 13:30:00,-2.5098576714453884,
2021-08-10 15:00:00,0.8294104167980549,
2021-08-10 15:30:30,0.8294104167980549,
2021-08-10 23:59:59,38.812541994784624,c
2021-08-11 00:00:00,51.642156214117676,
2021-08-11 10:00:00,25.614862838796853,
2021-08-11 10:30:00,33.40927628127474,
2021-08-11 12:00:00,-26.51672385115853,
2021-08-11 13:30:00,-32.06974393000746,
2021-08-11 15:00:00,-25.9222888745835,
2021-08-11 15:30:30,-25.9222888745835,
2021-08-11 23:59:59,0.0,a
2021-08-12 00:00:00,38.404556072375726,
2021-08-12 10:00:00,166.06473262495092,
2021-08-12 10:30:00,203.73852261426828,
2021-08-12 12:00:00,235.53157210086056,
2021-08-12 13:30:00,260.7110863253856,
2021-08-12 15:00:00,305.67462214226,
2021-08-12 15:30:30,305.67462214226,
2021-08-12 23:59:59,316.90882349552203,c
2021-08-13 00:00:00,316.90882349552203,
2021-08-13 10:00:00,316.90882349552203,
2021-08-13 10:30:00,316.90882349552203,
2021-08-13 12:00:00,316.90882349552203,
2021-08-13 13:30:00,316.90882349552203,
2021-08-13 15:00:00,316.90882349552203,
2021-08-13 15:30:30,316.90882349552203,
2021-08-13 23:59:59,316.90882349552203,w
2021-08-16 00:00:00,329.8473389697906,
2021-08-16 10:00:00,374.70971095809,
2021-08-16 10:30:00,343.09085251624447,
2021-08-16 12:00:00,296.7023131422384,
2021-08-16 13:30:00,289.64366856536526,
2021-08-16 15:00:00,293.08686018165645,
2021-08-16 15:30:30,293.08686018165645,
2021-08-16 23:59:59,290.733226769652,c
0,290.733226769652,
0,290.733226769652,
0,290.733226769652,
0,290.733226769652,
0,290.733226769652,
0,290.733226769652,
0,290.733226769652,
0,290.733226769652,
0,290.733226769652,
0,290.733226769652,
0,290.733226769652,
0,290.733226769652,
0,290.733226769652,
0,290.733226769652,
0,290.733226769652,
0,290.733226769652,
2021-08-17 00:00:00,315.12622318071635,
2021-08-17 10:00:00,333.6150458105699,
2021-08-17 10:30:00,336.03558505875844,
2021-08-17 12:00:00,332.69880831809724,
2021-08-17 13:30:00,339.32169779818696,
2021-08-17 15:00:00,318.1363821244918,
2021-08-17 15:30:30,318.1363821244918,
2021-08-17 23:59:59,326.75775128793794,c
2021-08-18 00:00:00,341.7301873438487,
2021-08-18 10:00:00,336.4582900015548,
2021-08-18 10:30:00,366.1831729176797,
2021-08-18 12:00:00,346.440190934522,
2021-08-18 13:30:00,340.75550300820805,
2021-08-18 15:00:00,398.0603101153565,
2021-08-18 15:30:30,398.0603101153565,
2021-08-18 23:59:59,379.8968331689366,c
2021-08-19 00:00:00,405.5085694030331,
2021-08-19 10:00:00,396.1220217804571,
2021-08-19 10:30:00,398.2070593382455,
2021-08-19 12:00:00,370.3255687495489,
2021-08-19 13:30:00,356.6729177841412,
2021-08-19 15:00:00,333.2563092430064,
2021-08-19 15:30:30,333.2563092430064,
2021-08-19 23:59:59,333.02172205838815,c
2021-08-20 00:00:00,333.02172205838815,
2021-08-20 10:00:00,333.02172205838815,
2021-08-20 10:30:00,333.02172205838815,
2021-08-20 12:00:00,333.02172205838815,
2021-08-20 13:30:00,333.02172205838815,
2021-08-20 15:00:00,333.02172205838815,
2021-08-20 15:30:30,333.02172205838815,
2021-08-20 23:59:59,333.02172205838815,w
2021-08-23 00:00:00,315.13079423754334,
2021-08-23 10:00:00,370.90657335673313,
2021-08-23 10:30:00,375.02219189629795,
2021-08-23 12:00:00,359.7593071578981,
2021-08-23 13:30:00,346.5731277987934,
2021-08-23 15:00:00,313.52863158965465,
2021-08-23 15:30:30,313.52863158965465,
2021-08-23 23:59:59,277.1796203855033,c
2021-08-24 00:00:00,203.36923554510122,
2021-08-24 10:00:00,238.9330500507035,
2021-08-24 10:30:00,224.73625218580992,
2021-08-24 12:00:00,262.87466445989867,
2021-08-24 13:30:00,264.5947081500158,
2021-08-24 15:00:00,269.9779956035104,
2021-08-24 15:30:30,269.9779956035104,
2021-08-24 23:59:59,316.8831367197181,c
2021-08-25 00:00:00,301.1831419170994,
2021-08-25 10:00:00,357.0634254726119,
2021-08-25 10:30:00,317.2379937648393,
2021-08-25 12:00:00,294.7037576337184,
2021-08-25 13:30:00,294.4424966503598,
2021-08-25 15:00:00,270.8472981623845,
2021-08-25 15:30:30,270.8472981623845,
2021-08-25 23:59:59,289.38704669793606,c
2021-08-26 00:00:00,287.8990188863954,
2021-08-26 10:00:00,254.6887747804326,
2021-08-26 10:30:00,287.9959879089529,
2021-08-26 12:00:00,302.4202501922482,
2021-08-26 13:30:00,334.6348169013795,
2021-08-26 15:00:00,333.58624471270014,
2021-08-26 15:30:30,333.58624471270014,
2021-08-26 23:59:59,340.4126271287787,c
2021-08-27 00:00:00,320.5988201185046,
2021-08-27 10:00:00,294.5249866783697,
2021-08-27 10:30:00,290.1695315119805,
2021-08-27 12:00:00,289.5608972295081,
2021-08-27 13:30:00,292.4772377325871,
2021-08-27 15:00:00,309.76759139616524,
2021-08-27 15:30:30,309.76759139616524,
2021-08-27 23:59:59,322.0577682529297,w
2021-08-30 00:00:00,338.4243813665603,
2021-08-30 10:00:00,331.0403067831644,
2021-08-30 10:30:00,300.4828767422291,
2021-08-30 12:00:00,306.1272731850577,
2021-08-30 13:30:00,285.68158592471946,
2021-08-30 15:00:00,283.11446269491626,
2021-08-30 15:30:30,283.11446269491626,
2021-08-30 23:59:59,277.1492612979873,c
2021-08-31 00:00:00,184.0353114497625,
2021-08-31 10:00:00,184.3556215799572,
2021-08-31 10:30:00,174.2431357580058,
2021-08-31 12:00:00,173.11924534752916,
2021-08-31 13:30:00,194.83778926118748,
2021-08-31 15:00:00,185.50184800854913,
2021-08-31 15:30:30,185.50184800854913,
2021-08-31 23:59:59,88.19881299267627,e
2021-09-01 00:00:00,114.40464833261649,
2021-09-01 10:00:00,73.09258571547389,
2021-09-01 10:30:00,60.941521842350085,
2021-09-01 12:00:00,76.64632270547645,
2021-09-01 13:30:00,36.8402636513556,
2021-09-01 15:00:00,34.04709146323239,
2021-09-01 15:30:30,34.04709146323239,
2021-09-01 23:59:59,25.840737967992027,c
2021-09-02 00:00:00,70.88668970834578,
2021-09-02 10:00:00,97.65045208521678,
2021-09-02 10:30:00,82.59526793968098,
2021-09-02 12:00:00,114.06441496691377,
2021-09-02 13:30:00,130.6242495611673,
2021-09-02 15:00:00,146.68957519419655,
2021-09-02 15:30:30,146.68957519419655,
2021-09-02 23:59:59,173.49757002554998,c
2021-09-03 00:00:00,168.78701477244658,
2021-09-03 10:00:00,153.48092697263473,
2021-09-03 10:30:00,153.77361374972998,
2021-09-03 12:00:00,167.23769430733546,
2021-09-03 13:30:00,202.63622900392693,
2021-09-03 15:00:00,165.03570956824296,
2021-09-03 15:30:30,165.03570956824296,
2021-09-03 23:59:59,141.21746745634573,w
2021-09-06 00:00:00,182.88665750074188,
2021-09-06 10:00:00,151.9747745974223,
2021-09-06 10:30:00,120.08078008286475,
2021-09-06 12:00:00,125.49455106270125,
2021-09-06 13:30:00,133.01853633054498,
2021-09-06 15:00:00,130.13688980845836,
2021-09-06 15:30:30,130.13688980845836,
2021-09-06 23:59:59,157.20806167148385,c
2021-09-07 00:00:00,157.20806167148385,
2021-09-07 10:00:00,157.20806167148385,
2021-09-07 10:30:00,157.20806167148385,
2021-09-07 12:00:00,157.20806167148385,
2021-09-07 13:30:00,157.20806167148385,
2021-09-07 15:00:00,157.20806167148385,
2021-09-07 15:30:30,157.20806167148385,
2021-09-07 23:59:59,157.20806167148385,c
2021-09-08 00:00:00,178.91865389707164,
2021-09-08 10:00:00,196.76371669971786,
2021-09-08 10:30:00,210.8486435348059,
2021-09-08 12:00:00,273.0560904871745,
2021-09-08 13:30:00,274.3130614302472,
2021-09-08 15:00:00,292.99062694845634,
2021-09-08 15:30:30,292.99062694845634,
2021-09-08 23:59:59,267.20091025509737,c
2021-09-09 00:00:00,245.17919618363203,
2021-09-09 10:00:00,213.94709820095704,
2021-09-09 10:30:00,180.31301165714513,
2021-09-09 12:00:00,215.49073182297207,
2021-09-09 13:30:00,221.70864676078327,
2021-09-09 15:00:00,211.4313559092443,
2021-09-09 15:30:30,211.4313559092443,
2021-09-09 23:59:59,184.96947211856923,c
2021-09-10 00:00:00,142.1890138688227,
2021-09-10 10:00:00,150.4818843018752,
2021-09-10 10:30:00,165.700153579784,
2021-09-10 12:00:00,146.47814661611937,
2021-09-10 13:30:00,169.77420360109363,
2021-09-10 15:00:00,146.85520885924234,
2021-09-10 15:30:30,146.85520885924234,
2021-09-10 23:59:59,125.14994679100892,w
2021-09-13 00:00:00,95.27581089534942,
2021-09-13 10:00:00,65.56263559674835,
2021-09-13 10:30:00,91.57423248833265,
2021-09-13 12:00:00,79.75937590055446,
2021-09-13 13:30:00,116.15032495263586,
2021-09-13 15:00:00,127.1261981608759,
2021-09-13 15:30:30,127.1261981608759,
2021-09-13 23:59:59,135.4640490020306,c
2021-09-14 00:00:00,119.78476533697949,
2021-09-14 10:00:00,145.24573430805458,
2021-09-14 10:30:00,162.12081600369675,
2021-09-14 12:00:00,138.98339672412794,
2021-09-14 13:30:00,145.34682643301494,
2021-09-14 15:00:00,144.2521893134408,
2021-09-14 15:30:30,144.2521893134408,
2021-09-14 23:59:59,136.02838820220404,c
2021-09-15 00:00:00,132.3916121153843,
2021-09-15 10:00:00,135.40253744646634,
2021-09-15 10:30:00,167.80612915252686,
2021-09-15 12:00:00,182.80415223973614,
2021-09-15 13:30:00,202.8760093846795,
2021-09-15 15:00:00,156.6896131263602,
2021-09-15 15:30:30,156.6896131263602,
2021-09-15 23:59:59,186.75529195362515,c
2021-09-16 00:00:00,220.11808212062851,
2021-09-16 10:00:00,229.61272642481845,
2021-09-16 10:30:00,235.65818163002314,
2021-09-16 12:00:00,257.21673747496243,
2021-09-16 13:30:00,247.33978403322317,
2021-09-16 15:00:00,193.8935545876584,
2021-09-16 15:30:30,193.8935545876584,
2021-09-16 23:59:59,201.87944901665924,c
2021-09-17 00:00:00,204.63872922128485,
2021-09-17 10:00:00,265.28288215007115,
2021-09-17 10:30:00,290.18539903886995,
2021-09-17 12:00:00,275.8945303312439,
2021-09-17 13:30:00,260.65113029367376,
2021-09-17 15:00:00,241.6707086291085,
2021-09-17 15:30:30,241.6707086291085,q
2021-09-17 23:59:59,273.25559276085323,w
2021-09-20 00:00:00,315.5159414269074,
2021-09-20 10:00:00,227.21871628978897,
2021-09-20 10:30:00,217.66223815119065,
2021-09-20 12:00:00,225.44655604601394,
2021-09-20 13:30:00,262.24181756470216,
2021-09-20 15:00:00,263.72612685051945,
2021-09-20 15:30:30,263.72612685051945,
2021-09-20 23:59:59,237.3873132400745,c
2021-09-21 00:00:00,204.9467816472379,
2021-09-21 10:00:00,254.05467385071188,
2021-09-21 10:30:00,250.1363236949378,
2021-09-21 12:00:00,242.0369978895278,
2021-09-21 13:30:00,243.13609644545113,
2021-09-21 15:00:00,240.7212704536405,
2021-09-21 15:30:30,240.7212704536405,
2021-09-21 23:59:59,277.26557720222627,c
