date,SIL_2022_Q2,meta
2022-04-01 00:00:00,-9.546624715363123,
2022-04-01 10:00:00,-53.304260023979964,
2022-04-01 10:30:00,-46.891676206536545,
2022-04-01 12:00:00,-39.141786071700835,
2022-04-01 13:30:00,-37.40862213526407,
2022-04-01 15:00:00,-64.11805997218289,
2022-04-01 15:30:30,-64.11805997218289,
2022-04-01 23:59:59,-52.1906246974205,w
2022-04-04 00:00:00,-53.13938503331258,
2022-04-04 10:00:00,-40.40505283710581,
2022-04-04 10:30:00,-74.25977774492208,
2022-04-04 12:00:00,-57.12041640418681,
2022-04-04 13:30:00,-52.09197025731464,
2022-04-04 15:00:00,-50.73923623939106,
2022-04-04 15:30:30,-50.73923623939106,
2022-04-04 23:59:59,-54.303286547788616,c
2022-04-05 00:00:00,-59.757219757134635,
2022-04-05 10:00:00,-76.69214922116782,
2022-04-05 10:30:00,-54.69475857901932,
2022-04-05 12:00:00,-48.88501488704151,
2022-04-05 13:30:00,-34.57176331581786,
2022-04-05 15:00:00,-40.87754254298534,
2022-04-05 15:30:30,-40.87754254298534,
2022-04-05 23:59:59,-36.015796583492715,c
2022-04-06 00:00:00,-35.071244796221436,
2022-04-06 10:00:00,-70.44184319033911,
2022-04-06 10:30:00,-55.63856821955824,
2022-04-06 12:00:00,-83.21080427030893,
2022-04-06 13:30:00,-81.01107727067063,
2022-04-06 15:00:00,-74.65849068132684,
2022-04-06 15:30:30,-74.65849068132684,
2022-04-06 23:59:59,-84.34275260364234,c
2022-04-07 00:00:00,-84.13284480578955,
2022-04-07 10:00:00,-91.55920747898585,
2022-04-07 10:30:00,-95.96145145078822,
2022-04-07 12:00:00,-110.67832725148219,
2022-04-07 13:30:00,-117.02286739758051,
2022-04-07 15:00:00,-121.5213035159004,
2022-04-07 15:30:30,-121.5213035159004,
2022-04-07 23:59:59,-112.21128713296685,c
2022-04-08 00:00:00,-118.22353169170947,
2022-04-08 10:00:00,-93.35726128521196,
2022-04-08 10:30:00,-79.904652310183,
2022-04-08 12:00:00,-59.28332969077235,
2022-04-08 13:30:00,-71.79958532603371,
2022-04-08 15:00:00,-72.60987645065723,
2022-04-08 15:30:30,-72.60987645065723,
2022-04-08 23:59:59,-81.928605794762,w
2022-04-11 00:00:00,-125.08026542664174,
2022-04-11 10:00:00,-103.17601812838689,
2022-04-11 10:30:00,-79.02617213655196,
2022-04-11 12:00:00,-80.97549349333713,
2022-04-11 13:30:00,-71.99314517134394,
2022-04-11 15:00:00,-70.7031127232068,
2022-04-11 15:30:30,-70.7031127232068,
2022-04-11 23:59:59,-56.99682238021137,c
2022-04-12 00:00:00,-69.58216626397632,
2022-04-12 10:00:00,-86.27611957035379,
2022-04-12 10:30:00,-92.9397314443761,
2022-04-12 12:00:00,-80.45857518417563,
2022-04-12 13:30:00,-64.0162414380959,
2022-04-12 15:00:00,-55.65661229339332,
2022-04-12 15:30:30,-55.65661229339332,
2022-04-12 23:59:59,-44.65936335062668,c
2022-04-13 00:00:00,-52.09352757150168,
2022-04-13 10:00:00,-68.55654695822216,
2022-04-13 10:30:00,-30.68106086153921,
2022-04-13 12:00:00,-48.328497594325654,
2022-04-13 13:30:00,-39.165244714721894,
2022-04-13 15:00:00,-41.87195346054136,
2022-04-13 15:30:30,-41.87195346054136,
2022-04-13 23:59:59,-17.773092406596675,c
2022-04-14 00:00:00,-39.12302291826836,
2022-04-14 10:00:00,-9.462535568295493,
2022-04-14 10:30:00,-12.37566795218595,
2022-04-14 12:00:00,-9.066607607243668,
2022-04-14 13:30:00,-31.527960341397943,
2022-04-14 15:00:00,-24.838060929591734,
2022-04-14 15:30:30,-24.838060929591734,
2022-04-14 23:59:59,-22.04667227224138,c
2022-04-15 00:00:00,-22.04667227224138,
2022-04-15 10:00:00,-22.04667227224138,
2022-04-15 10:30:00,-22.04667227224138,
2022-04-15 12:00:00,-22.04667227224138,
2022-04-15 13:30:00,-22.04667227224138,
2022-04-15 15:00:00,-22.04667227224138,
2022-04-15 15:30:30,-22.04667227224138,s
2022-04-15 23:59:59,-22.04667227224138,w
2022-04-18 00:00:00,-46.1869896525028,
2022-04-18 10:00:00,-23.474246247349924,
2022-04-18 10:30:00,-20.474557291435076,
2022-04-18 12:00:00,5.849271755710333,
2022-04-18 13:30:00,-16.989727009286298,
2022-04-18 15:00:00,-32.332791253016126,
2022-04-18 15:30:30,-32.332791253016126,
2022-04-18 23:59:59,-23.622695960813417,c
2022-04-19 00:00:00,-7.832995749689644,
2022-04-19 10:00:00,-17.24997132635417,
2022-04-19 10:30:00,-11.433894402770875,
2022-04-19 12:00:00,-6.404817621026041,
2022-04-19 13:30:00,-8.493795925259633,
2022-04-19 15:00:00,-12.3923671411319,
2022-04-19 15:30:30,-12.3923671411319,
2022-04-19 23:59:59,-31.414851635945638,c
2022-04-20 00:00:00,-40.23275079933069,
2022-04-20 10:00:00,-58.37097251447642,
2022-04-20 10:30:00,-49.903906414859875,
2022-04-20 12:00:00,-61.82308664232744,
2022-04-20 13:30:00,-64.89408393983149,
2022-04-20 15:00:00,-61.68975340403449,
2022-04-20 15:30:30,-61.68975340403449,
2022-04-20 23:59:59,-68.02528587713095,c
2022-04-21 00:00:00,-56.32720331220435,
2022-04-21 10:00:00,-84.44591281474027,
2022-04-21 10:30:00,-75.63176982275434,
2022-04-21 12:00:00,-34.19029456488852,
2022-04-21 13:30:00,-32.549381856483706,
2022-04-21 15:00:00,-22.524115293276736,
2022-04-21 15:30:30,-22.524115293276736,
2022-04-21 23:59:59,-15.932001020493658,c
2022-04-22 00:00:00,25.926982952224307,
2022-04-22 10:00:00,9.96222986337466,
2022-04-22 10:30:00,8.579688610505968,
2022-04-22 12:00:00,9.916045377181945,
2022-04-22 13:30:00,-4.504922176199216,
2022-04-22 15:00:00,-0.7663383746684076,
2022-04-22 15:30:30,-0.7663383746684076,
2022-04-22 23:59:59,0.0,a
2022-04-25 00:00:00,63.29702402371856,
2022-04-25 10:00:00,8.013429445678298,
2022-04-25 10:30:00,24.742588256797262,
2022-04-25 12:00:00,62.401970281230206,
2022-04-25 13:30:00,70.29544629315956,
2022-04-25 15:00:00,58.61506984292214,
2022-04-25 15:30:30,58.61506984292214,
2022-04-25 23:59:59,51.642382732790225,c
2022-04-26 00:00:00,25.022157159860512,
2022-04-26 10:00:00,77.74559914170038,
2022-04-26 10:30:00,77.87235855187271,
2022-04-26 12:00:00,74.37776160611088,
2022-04-26 13:30:00,57.532558707067665,
2022-04-26 15:00:00,78.0262072357483,
2022-04-26 15:30:30,78.0262072357483,
2022-04-26 23:59:59,83.94865180456497,c
2022-04-27 00:00:00,89.05497675710467,
2022-04-27 10:00:00,99.70343862999107,
2022-04-27 10:30:00,110.72161036696843,
2022-04-27 12:00:00,101.80401627821709,
2022-04-27 13:30:00,100.48798751812137,
2022-04-27 15:00:00,130.63298527933102,
2022-04-27 15:30:30,130.63298527933102,
2022-04-27 23:59:59,120.35382599189757,c
2022-04-28 00:00:00,121.67706254482096,
2022-04-28 10:00:00,141.03399468874227,
2022-04-28 10:30:00,149.8036762765371,
2022-04-28 12:00:00,160.69125360216412,
2022-04-28 13:30:00,190.481392502601,
2022-04-28 15:00:00,192.90000605610453,
2022-04-28 15:30:30,192.90000605610453,
2022-04-28 23:59:59,194.727313794589,c
2022-04-29 00:00:00,184.9910710640229,
2022-04-29 10:00:00,214.83890978041654,
2022-04-29 10:30:00,235.8471215508198,
2022-04-29 12:00:00,231.309680660376,
2022-04-29 13:30:00,216.25377979878567,
2022-04-29 15:00:00,220.80123159208676,
2022-04-29 15:30:30,220.80123159208676,
2022-04-29 23:59:59,209.09240756078123,e
2022-05-02 00:00:00,224.69617138286833,
2022-05-02 10:00:00,206.8475549686524,
2022-05-02 10:30:00,195.54825962391226,
2022-05-02 12:00:00,193.56768162577487,
2022-05-02 13:30:00,183.1972566070434,
2022-05-02 15:00:00,188.94140626641013,
2022-05-02 15:30:30,188.94140626641013,
2022-05-02 23:59:59,167.86615233869315,c
2022-05-03 00:00:00,179.14063545348506,
2022-05-03 10:00:00,258.99377352312024,
2022-05-03 10:30:00,265.30764104033665,
2022-05-03 12:00:00,251.9761702460562,
2022-05-03 13:30:00,259.1549745617559,
2022-05-03 15:00:00,262.556523148063,
2022-05-03 15:30:30,262.556523148063,
2022-05-03 23:59:59,249.2796086575795,c
2022-05-04 00:00:00,254.18766301694632,
2022-05-04 10:00:00,280.56205023813743,
2022-05-04 10:30:00,302.069329588286,
2022-05-04 12:00:00,303.9451170554363,
2022-05-04 13:30:00,300.0514179249783,
2022-05-04 15:00:00,310.92729507552815,
2022-05-04 15:30:30,310.92729507552815,
2022-05-04 23:59:59,282.8256715838095,c
2022-05-05 00:00:00,250.8151107893143,
2022-05-05 10:00:00,267.975731505525,
2022-05-05 10:30:00,281.642449459957,
2022-05-05 12:00:00,293.2221086517112,
2022-05-05 13:30:00,296.88657174276545,
2022-05-05 15:00:00,278.99465100831515,
2022-05-05 15:30:30,278.99465100831515,
2022-05-05 23:59:59,277.4414799204883,c
2022-05-06 00:00:00,267.27651694906353,
2022-05-06 10:00:00,287.95803656482633,
2022-05-06 10:30:00,288.4574118027123,
2022-05-06 12:00:00,311.43122047081647,
2022-05-06 13:30:00,286.1263638447846,
2022-05-06 15:00:00,308.41155335052576,
2022-05-06 15:30:30,308.41155335052576,
2022-05-06 23:59:59,293.37509516810155,w
2022-05-09 00:00:00,308.1481028679898,
2022-05-09 10:00:00,248.02486950192917,
2022-05-09 10:30:00,236.23104745103933,
2022-05-09 12:00:00,240.56260540935682,
2022-05-09 13:30:00,233.01959520439357,
2022-05-09 15:00:00,237.52149217086924,
2022-05-09 15:30:30,237.52149217086924,
2022-05-09 23:59:59,244.1310252299828,c
2022-05-10 00:00:00,235.26036072635634,
2022-05-10 10:00:00,244.32227687459397,
2022-05-10 10:30:00,249.14195448541147,
2022-05-10 12:00:00,243.03606926583575,
2022-05-10 13:30:00,240.33045754220154,
2022-05-10 15:00:00,268.7647611996731,
2022-05-10 15:30:30,268.7647611996731,u
2022-05-10 23:59:59,272.4452541562905,c
2022-05-11 00:00:00,314.42409608655055,
2022-05-11 10:00:00,287.6205105902602,
2022-05-11 10:30:00,304.32877920521594,
2022-05-11 12:00:00,306.9533853017315,
2022-05-11 13:30:00,304.93484538017424,
2022-05-11 15:00:00,289.2955643887436,
2022-05-11 15:30:30,289.2955643887436,
2022-05-11 23:59:59,299.65201568949135,c
2022-05-12 00:00:00,328.3747117525762,
2022-05-12 10:00:00,340.53974565689714,
2022-05-12 10:30:00,348.40682188271944,
2022-05-12 12:00:00,379.8339749571188,
2022-05-12 13:30:00,406.54326071050434,
2022-05-12 15:00:00,413.2690910899571,
2022-05-12 15:30:30,413.2690910899571,
2022-05-12 23:59:59,392.39553931636306,c
2022-05-13 00:00:00,410.643153463075,
2022-05-13 10:00:00,400.1556963813264,
2022-05-13 10:30:00,430.63846859212947,
2022-05-13 12:00:00,450.0749214504804,
2022-05-13 13:30:00,449.96354805565466,
2022-05-13 15:00:00,446.5310082153652,
2022-05-13 15:30:30,446.5310082153652,
2022-05-13 23:59:59,441.2954582594207,w
